"","Sample","posterior","likelihood","prior","treeLikelihood","TreeHeight","rateAC","rateAG","rateAT","rateCG","rateGT","freqParameter.1","freqParameter.2","freqParameter.3","freqParameter.4","YuleModel","birthRate"
"3",2000,-6878.82471367795,-6857.75748158935,-21.0672320886,-6857.75748158935,1.14072401238443,0.700321428552541,1,1.39571746003866,1,0.995254449665216,0.251346211160045,0.247454207625974,0.251199581213982,0.25,-5.17958903177208,0.533881659277392
"4",3000,-6881.69698829577,-6861.14469615718,-20.5522921385913,-6861.14469615718,1.19725836245693,0.762537642784509,1.09547633621077,0.8398904080179,1.02911413791299,0.831961723442429,0.251346211160045,0.247454207625974,0.251199581213982,0.25,-5.18065333032964,1.13532225018656
"5",4000,-6880.93295049326,-6860.02524225839,-20.9077082348731,-6860.02524225839,1.06516665753494,0.762537642784509,1.09547633621077,0.8398904080179,1.01724842896299,1.12351516357011,0.251346211160045,0.247454207625974,0.251199581213982,0.25,-5.23370821519529,0.507109026773312
"6",5000,-6877.88199303889,-6856.33413124524,-21.5478617936478,-6856.33413124524,1.0422686753301,0.798484780256017,1.09547633621077,1.19726735932097,1.01724842896299,1.12351516357011,0.251346211160045,0.247454207625974,0.251199581213982,0.25,-5.45396919381967,0.415165626187188
"7",6000,-6877.33184128092,-6856.32193970325,-21.00990157767,-6856.32193970325,0.996019676842011,0.798484780256017,1.30618629369664,1.19726735932097,1.01724842896299,1.12351516357011,0.251346211160045,0.247454207625974,0.251199581213982,0.25,-4.73834721303125,0.686188552145179
"8",7000,-6880.73111581757,-6859.68426715223,-21.046848665341,-6859.68426715223,0.988154532744594,0.83499983833806,0.939810508725205,1.42945163494667,1.01724842896299,1.12351516357011,0.250741269721954,0.255569287735627,0.24368944254242,0.25,-4.86860587324681,1.07468288529113
"9",8000,-6882.00605460015,-6860.04737674122,-21.9586778589277,-6860.04737674122,0.998729520139033,0.820020449023788,0.939810508725205,1.21604073276103,1.01724842896299,1.12351516357011,0.250741269721954,0.255569287735627,0.24368944254242,0.25,-5.97407732419867,1.63609865416784
"10",9000,-6879.0349324363,-6858.10883653564,-20.9260959006615,-6858.10883653564,1.07608653172627,0.820020449023788,0.917444794243106,1.21604073276103,1.01724842896299,1.11244525333196,0.250741269721954,0.258496655540069,0.24368944254242,0.247072632195557,-4.97600890641995,0.650300184025318
"11",10000,-6878.70998627481,-6857.74819532999,-20.9617909448161,-6857.74819532999,1.09809333797812,0.699747850257554,0.917444794243106,1.21604073276103,1.01724842896299,1.11244525333196,0.251569777967501,0.257668147294522,0.24368944254242,0.247072632195557,-5.17440997092197,1.10022035300468
